n_components;n_neighbors;min_cluster_size;min_dist;coherence;diversity;score;n_topics;topic0_count
2;17;13;0,1;0,396146693;0,47;0,186188946;10;4716
3;15;11;0,1;0,397843196;0,466666667;0,185660158;15;4518
2;17;10;0,3;0,39374543;0,466666667;0,183747867;12;4694
2;14;12;0,5;0,391860118;0,463636364;0,1816806;11;4708
2;14;12;0,3;0,391860118;0,463636364;0,1816806;11;4708
4;11;10;0,3;0,389856204;0,463636364;0,180751513;11;4708
2;17;16;0,1;0,350833047;0,5125;0,179801937;8;4716
2;17;19;0,1;0,350833047;0,5125;0,179801937;8;4716
2;17;18;0,1;0,350833047;0,5125;0,179801937;8;4716
2;17;17;0,1;0,350833047;0,5125;0,179801937;8;4716
3;10;11;0,3;0,389155785;0,458333333;0,178363068;12;4668
3;12;11;0,3;0,389155785;0,458333333;0,178363068;12;4692
4;11;10;0,5;0,389155785;0,458333333;0,178363068;12;4679
3;12;10;0,3;0,389155785;0,458333333;0,178363068;12;4692
2;11;11;0,5;0,388695584;0,458333333;0,178152143;12;4686
2;11;10;0,5;0,388695584;0,458333333;0,178152143;12;4689
3;15;13;0,1;0,381514963;0,466666667;0,178040316;12;4518
4;12;14;0,1;0,394003679;0,45;0,177301656;12;4521
3;14;13;0,1;0,394003679;0,45;0,177301656;12;4517
3;14;14;0,1;0,394003679;0,45;0,177301656;12;4517
4;17;12;0,1;0,392305375;0,45;0,176537419;12;4518
4;11;17;0,1;0,39882889;0,441666667;0,176149426;12;4521
3;11;10;0,3;0,383411839;0,458333333;0,175730426;12;4697
3;11;11;0,3;0,383411839;0,458333333;0,175730426;12;4697
4;12;10;0,3;0,383411839;0,458333333;0,175730426;12;4697
3;15;16;0,1;0,374180594;0,466666667;0,17461761;12;4518
3;15;14;0,1;0,374180594;0,466666667;0,17461761;12;4518
3;10;12;0,3;0,364504959;0,463636364;0,168997754;11;4699
4;11;15;0,3;0,399294255;0,422222222;0,168590908;9;4708
4;11;16;0,3;0,394190761;0,422222222;0,166436099;9;4708
3;10;15;0,5;0,371044264;0,422222222;0,156663134;9;4721
4;10;15;0,3;0,36841273;0,422222222;0,155552041;9;4721
3;12;15;0,3;0,36841273;0,422222222;0,155552041;9;4714
3;11;16;0,3;0,363309236;0,422222222;0,153397233;9;4709
4;12;15;0,3;0,363309236;0,422222222;0,153397233;9;4709
3;11;15;0,3;0,363309236;0,422222222;0,153397233;9;4709
3;12;16;0,3;0,363309236;0,422222222;0,153397233;9;4714
3;11;17;0,3;0,363309236;0,422222222;0,153397233;9;4709
3;10;16;0,3;0,363309236;0,422222222;0,153397233;9;4721
3;10;15;0,3;0,363309236;0,422222222;0,153397233;9;4721
